antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Pre_natal_7_mais_alto'}),"frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.5,0.5,0.5,1.0,2.0,1.0,0.25,inf,1.0,1.0,1.0,1.0
"frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",frozenset({'Instrucao_12_mais_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",frozenset({'Mae_30_34_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Pre_natal_7_mais_alto', 'Queda_nascimento', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})","frozenset({'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Mae_30_34_alta'})","frozenset({'Pre_natal_7_mais_alto', 'Instrucao_12_mais_alta'})",0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})","frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.42857142857142855,0.5,0.42857142857142855,1.0,2.0,1.0,0.21428571428571427,inf,0.8750000000000001,0.8571428571428571,1.0,0.9285714285714286
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Mae_30_34_alta'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})","frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Mae_30_34_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Pre_natal_7_mais_alto'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})","frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Pre_natal_7_mais_alto', 'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})","frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Pre_natal_7_mais_alto', 'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})","frozenset({'Pre_natal_7_mais_alto', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})","frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Pre_natal_7_mais_alto', 'Queda_nascimento', 'Cesario_alto', 'Instrucao_12_mais_alta'})",frozenset({'Mae_30_34_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Pre_natal_7_mais_alto'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Pre_natal_7_mais_alto', 'Cesario_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.35714285714285715,0.6428571428571429,0.35714285714285715,1.0,1.5555555555555554,1.0,0.12755102040816324,inf,0.5555555555555555,0.5555555555555556,1.0,0.7777777777777778
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",frozenset({'Instrucao_12_mais_alta'}),0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Pre_natal_7_mais_alto', 'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Pre_natal_7_mais_alto'})","frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Queda_nascimento', 'Cesario_alto', 'Mae_30_34_alta'})","frozenset({'Pre_natal_7_mais_alto', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.5,0.35714285714285715,1.0,2.0,1.0,0.17857142857142858,inf,0.7777777777777779,0.7142857142857143,1.0,0.8571428571428572
"frozenset({'Cesario_alto', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})","frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Pre_natal_7_mais_alto'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
"frozenset({'Cesario_alto', 'Mae_30_34_alta'})","frozenset({'Pre_natal_7_mais_alto', 'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.35714285714285715,0.42857142857142855,0.35714285714285715,1.0,2.3333333333333335,1.0,0.20408163265306123,inf,0.888888888888889,0.8333333333333334,1.0,0.9166666666666667
frozenset({'Mae_30_34_alta'}),frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Instrucao_12_mais_alta'}),frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Pre_natal_7_mais_alto'}),frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Cesario_alto'}),frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
"frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Mae_30_34_alta'}),"frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Instrucao_12_mais_alta'}),"frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
"frozenset({'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Mae_30_34_alta'}),"frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Pre_natal_7_mais_alto'}),"frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
"frozenset({'Pre_natal_7_mais_alto', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
frozenset({'Instrucao_12_mais_alta'}),"frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Pre_natal_7_mais_alto'}),"frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
"frozenset({'Pre_natal_7_mais_alto', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",frozenset({'Queda_nascimento'}),0.5,0.6428571428571429,0.42857142857142855,0.8571428571428571,1.3333333333333333,1.0,0.1071428571428571,2.4999999999999987,0.4999999999999998,0.6000000000000001,0.5999999999999999,0.7619047619047619
"frozenset({'Mae_30_34_alta', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Pre_natal_7_mais_alto'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
"frozenset({'Pre_natal_7_mais_alto', 'Instrucao_12_mais_alta'})","frozenset({'Queda_nascimento', 'Mae_30_34_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
"frozenset({'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})","frozenset({'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Instrucao_12_mais_alta'}),"frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Pre_natal_7_mais_alto'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Mae_30_34_alta'}),"frozenset({'Pre_natal_7_mais_alto', 'Queda_nascimento', 'Instrucao_12_mais_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
frozenset({'Pre_natal_7_mais_alto'}),"frozenset({'Queda_nascimento', 'Mae_30_34_alta', 'Instrucao_12_mais_alta'})",0.5,0.42857142857142855,0.42857142857142855,0.8571428571428571,2.0,1.0,0.21428571428571427,3.9999999999999987,1.0,0.8571428571428571,0.75,0.9285714285714286
