antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Cesarea_alta, Instrucao_12_mais_alta, Pre_natal_7_mais_alto",Mae_30_34_alta,0.2972972972972973,0.3783783783783784,0.2702702702702703,0.9090909090909091,2.402597402597402,1.0,0.15777940102264426,6.837837837837835,0.8307692307692308,0.6666666666666667,0.8537549407114624,0.8116883116883117
Mae_35_39_alta,Mae_30_34_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Mae_30_34_alta,Mae_35_39_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Mae_30_34_alta,Pre_natal_7_mais_alto,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Pre_natal_7_mais_alto,Mae_30_34_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Cesarea_alta,Mae_30_34_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Mae_30_34_alta,Cesarea_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Cesarea_alta,Pre_natal_7_mais_alto,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
Pre_natal_7_mais_alto,Cesarea_alta,0.3783783783783784,0.3783783783783784,0.32432432432432434,0.8571428571428571,2.265306122448979,1.0,0.18115412710007306,4.35135135135135,0.8985507246376813,0.75,0.7701863354037266,0.8571428571428571
"Mae_35_39_alta, Mae_30_34_alta",Pre_natal_7_mais_alto,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
"Mae_30_34_alta, Pre_natal_7_mais_alto",Mae_35_39_alta,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
"Mae_35_39_alta, Mae_30_34_alta",Cesarea_alta,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
"Cesarea_alta, Mae_30_34_alta",Mae_35_39_alta,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
"Mae_30_34_alta, Pre_natal_7_mais_alto",Instrucao_12_mais_alta,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
"Cesarea_alta, Mae_30_34_alta",Instrucao_12_mais_alta,0.32432432432432434,0.3783783783783784,0.2702702702702703,0.8333333333333334,2.2023809523809526,1.0,0.1475529583637692,3.7297297297297303,0.808,0.625,0.7318840579710145,0.7738095238095238
Mae_35_39_alta,"Mae_30_34_alta, Pre_natal_7_mais_alto",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Pre_natal_7_mais_alto,"Mae_35_39_alta, Mae_30_34_alta",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Mae_35_39_alta,"Cesarea_alta, Mae_30_34_alta",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Cesarea_alta,"Mae_35_39_alta, Mae_30_34_alta",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Instrucao_12_mais_alta,"Mae_30_34_alta, Pre_natal_7_mais_alto",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Instrucao_12_mais_alta,"Cesarea_alta, Mae_30_34_alta",0.3783783783783784,0.32432432432432434,0.2702702702702703,0.7142857142857143,2.202380952380952,1.0,0.1475529583637692,2.364864864864865,0.8782608695652175,0.625,0.5771428571428572,0.7738095238095238
Mae_35_39_alta,Queda_nascimento_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Queda_nascimento_alta,Mae_35_39_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Mae_35_39_alta,Pre_natal_7_mais_alto,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Pre_natal_7_mais_alto,Mae_35_39_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Instrucao_12_mais_alta,Pre_natal_7_mais_alto,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Pre_natal_7_mais_alto,Instrucao_12_mais_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Cesarea_alta,Instrucao_12_mais_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Instrucao_12_mais_alta,Cesarea_alta,0.3783783783783784,0.3783783783783784,0.2972972972972973,0.7857142857142857,2.076530612244898,1.0,0.15412710007304603,2.9009009009009006,0.8339920948616601,0.6470588235294118,0.65527950310559,0.7857142857142857
Mae_30_34_alta,Instrucao_12_mais_alta,0.3783783783783784,0.3783783783783784,0.2702702702702703,0.7142857142857143,1.8877551020408163,1.0,0.127100073046019,2.175675675675676,0.7565217391304349,0.5555555555555556,0.5403726708074534,0.7142857142857143
Instrucao_12_mais_alta,Mae_30_34_alta,0.3783783783783784,0.3783783783783784,0.2702702702702703,0.7142857142857143,1.8877551020408163,1.0,0.127100073046019,2.175675675675676,0.7565217391304349,0.5555555555555556,0.5403726708074534,0.7142857142857143
Mae_35_39_alta,Cesarea_alta,0.3783783783783784,0.3783783783783784,0.2702702702702703,0.7142857142857143,1.8877551020408163,1.0,0.127100073046019,2.175675675675676,0.7565217391304349,0.5555555555555556,0.5403726708074534,0.7142857142857143
Cesarea_alta,Mae_35_39_alta,0.3783783783783784,0.3783783783783784,0.2702702702702703,0.7142857142857143,1.8877551020408163,1.0,0.127100073046019,2.175675675675676,0.7565217391304349,0.5555555555555556,0.5403726708074534,0.7142857142857143
